	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR
0	CHEMBL1968380_CHEMBL3609305_CHEMBL513909-CHEMBL4464826_CHEMBL4551421	CHEMBL4464826_CHEMBL4551421	CHEMBL1968380_CHEMBL3609305_CHEMBL513909	[R1]Oc1cc(ccc1Nc2ncc3c(n2)N(C(C(=O)N3C)CC)C4CCCC4)C(=O)NC5CCN(CC5)C	[R1]CC	[R1]C	7.091514981121351	7.308025766415797	0.2165107852944459	1.413262524130653	-1	24.0	CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3O(~C)CC)nc2N1C1CCCC1
1	CHEMBL4448398-CHEMBL2346974	CHEMBL2346974	CHEMBL4448398	[R1]CCOc1ccc(cc1)C2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F	[R1]N1CCN(CC1)C(=O)C	[R1]N1CCN(C(=O)C1C)C	6.19999817218203	8.100015437450608	1.9000172652685776	1.413262524130653	1	1.0	CC(=O)N1CCN(C(COc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)~N2CCN(C)C(=O)C2C)CC1
2	CHEMBL2346974-CHEMBL4544195	CHEMBL4544195	CHEMBL2346974	[R1]CCOc1ccc(cc1)C2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F	[R1]N1CCN(CC1=O)C	[R1]N1CCN(CC1)C(=O)C	5.599999383023619	6.19999817218203	0.5999987891584109	1.413262524130653	-1	1.0	CC(=O)N1CCN(~C(COc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)N2CCN(C)CC2=O)CC1
3	CHEMBL4569647-CHEMBL2346974	CHEMBL2346974	CHEMBL4569647	[R1]CCOc1ccc(cc1)C2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F	[R1]N1CCN(CC1)C(=O)C	[R1]N1CCN(C(=O)C1)C	6.19999817218203	6.699991797446188	0.4999936252641577	1.413262524130653	-1	1.0	CC(=O)N1CCN(C(COc2ccc(C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)~N2CCN(C)C(=O)C2)CC1
4	CHEMBL3581647_CHEMBL4127310-CHEMBL3769755	CHEMBL3769755	CHEMBL3581647_CHEMBL4127310	[R1]C(=O)CC1c2nnc(n2-c3c(c(c(s3)C)C)C(=N1)c4ccc(cc4)Cl)C	[R1]OC	[R1]Nc1ccc(cc1)O	7.769551078621726	8.060101362661266	0.29055028403954	1.413262524130653	-1	4.0	COC(=O)(CC1N=C(c2ccc(Cl)cc2)c2c(sc(C)c2C)-n2c(C)nnc21)~Nc1ccc(O)cc1
5	CHEMBL3898684-CHEMBL3898479	CHEMBL3898479	CHEMBL3898684	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]S(=O)(=O)N(C)C	[R1]S(=O)(=O)CC	8.537602002101043	8.823908740944319	0.2863067388432761	1.413262524130653	-1	5.0	CC[SH](=O)(=O)~N(c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1)S(=O)(=O)N(C)C
6	CHEMBL3904317-CHEMBL3898479	CHEMBL3904317	CHEMBL3898479	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]S(=O)(=O)CC(F)(F)F	[R1]S(=O)(=O)N(C)C	8.356547323513812	8.537602002101043	0.18105467858723048	1.413262524130653	-1	5.0	CN(C)[SH](=O)(=O)~N(c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1)S(=O)(=O)CC(F)(F)F
7	CHEMBL3928793-CHEMBL3898479	CHEMBL3928793	CHEMBL3898479	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]C(=O)C	[R1]S(=O)(=O)N(C)C	8.008773924307505	8.537602002101043	0.5288280777935377	1.413262524130653	-1	5.0	CC(=O)N(c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1)~[SH](=O)(=O)N(C)C
8	CHEMBL3970220-CHEMBL3898479	CHEMBL3898479	CHEMBL3970220	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]S(=O)(=O)N(C)C	[R1]S(=O)(=O)C	8.537602002101043	8.619788758288394	0.08218675618735105	1.413262524130653	-1	5.0	CN(C)S(=O)(=O)N(c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1)~[SH](C)(=O)=O
9	CHEMBL3898684-CHEMBL3904317	CHEMBL3904317	CHEMBL3898684	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]S(=O)(=O)CC(F)(F)F	[R1]S(=O)(=O)CC	8.356547323513812	8.823908740944319	0.4673614174305065	1.413262524130653	-1	5.0	CC[SH](=O)(=O)~N(c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1)S(=O)(=O)CC(F)(F)F
10	CHEMBL3928793-CHEMBL3898684	CHEMBL3928793	CHEMBL3898684	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]C(=O)C	[R1]S(=O)(=O)CC	8.008773924307505	8.823908740944319	0.8151348166368138	1.413262524130653	-1	5.0	CC[SH](=O)(=O)~N(C(C)=O)c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1
11	CHEMBL3970220-CHEMBL3898684	CHEMBL3970220	CHEMBL3898684	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]S(=O)(=O)C	[R1]S(=O)(=O)CC	8.619788758288394	8.823908740944319	0.204119982655925	1.413262524130653	-1	5.0	CC[SH](=O)(=O)~N(c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1)S(C)(=O)=O
12	CHEMBL3928793-CHEMBL3904317	CHEMBL3928793	CHEMBL3904317	[R1]Nc1ccc(c(c1)c2cn(c(=O)c3c2cc[nH]3)C)Oc4ccccc4	[R1]C(=O)C	[R1]S(=O)(=O)CC(F)(F)F	8.008773924307505	8.356547323513812	0.34777339920630723	1.413262524130653	-1	5.0	CC(=O)N(c1ccc(Oc2ccccc2)c(-c2cn(C)c(=O)c3[nH]ccc23)c1)~[SH](=O)(=O)CC(F)(F)F
